SBIN IN Equity,price,volume,mc,pe,bm,div
2013-10-31,179.68,495964460.0,1229038.083,7.6858,0.9008,4.15
2013-11-30,181.94,543627390.0,1244565.612,7.7829,0.9122,4.15
2013-12-31,176.65,392638690.0,1208346.055,8.575,0.8804,4.15
2014-01-31,152.39,373880860.0,1059460.712,7.3971,0.7594,4.15
2014-02-28,153.32,368681910.0,1144683.236,7.4427,0.7641,4.15
2014-03-31,191.77,566801770.0,1431703.226,9.4106,0.9715,1.5
2014-04-30,207.86,424315280.0,1551826.981,10.2002,1.053,1.5
2014-05-31,254.23,726699370.0,1897975.515,12.4754,1.2879,3.0
2014-06-30,268.63,465915520.0,2005482.044,13.3964,1.3184,3.0
2014-07-31,243.93,428949000.0,1821078.483,12.1646,1.1971,3.0
2014-08-31,246.07,392120020.0,1837092.43,12.2715,1.2077,3.0
2014-09-30,244.57,437565950.0,1825893.833,11.6739,1.1666,3.0
2014-10-31,270.28,315614400.0,2017837.876,12.9011,1.2893,3.0
2014-11-30,321.4,474576511.0,2399486.087,15.3412,1.5331,3.0
2014-12-31,311.85,351590831.0,2328188.351,14.2202,1.4486,3.0
2015-01-31,308.95,348140125.0,2306537.73,14.088,1.4351,3.0
2015-02-28,301.65,468328621.0,2252037.743,13.7551,1.4012,3.0
2015-03-31,267.05,374006972.0,1993723.583,11.7307,1.2354,1.5
2015-04-30,269.75,291500916.0,2040984.61,11.8493,1.2479,1.5
2015-05-31,278.15,365456180.0,2104540.757,12.2183,1.2867,3.5
2015-06-30,262.75,360444191.0,1988021.154,11.4056,1.1694,3.5
2015-07-31,270.05,235964390.0,2043257.11,11.7224,1.2018,3.5
2015-08-31,247.35,483605459.0,1871503.966,10.7371,1.1008,3.5
2015-09-30,237.15,338438593.0,1794328.545,9.8049,1.0188,3.5
2015-10-31,237.05,231167392.0,1840166.369,9.8007,1.0184,3.5
2015-11-30,250.2,246975520.0,1942246.891,10.3444,1.0749,3.5
2015-12-31,224.45,252692381.0,1742355.375,10.8603,0.9581,3.5
2016-01-31,179.9,450589797.0,1396523.644,8.7047,0.7679,3.5
2016-02-29,158.75,721655418.0,1232340.903,7.6813,0.6777,3.5
2016-03-31,194.25,538161537.0,1507919.499,12.1285,0.835,3.5
2016-04-30,189.0,430650223.0,1467164.918,11.8007,0.8124,3.5
2016-05-31,204.95,599602086.0,1590981.217,12.7966,0.881,3.5
2016-06-30,218.8,738187796.0,1698495.683,19.6481,0.7935,2.6
2016-07-31,229.4,373128546.0,1780781.123,20.6,0.8319,2.6
2016-08-31,252.5,537385541.0,1960101.279,22.6743,0.9157,2.6
2016-09-30,251.25,350698801.0,1950397.808,54.3133,0.9045,2.6
2016-10-31,257.6,299767958.0,1999691.444,55.686,0.9273,2.6
2016-11-30,258.35,537968790.0,2005513.527,55.8481,0.93,2.6
2016-12-31,250.2,287639998.0,1942246.891,43.2428,0.8906,2.6
2017-01-31,260.35,297152238.0,2021039.081,44.997,0.9267,2.6
2017-02-28,269.2,349332991.0,2146467.515,46.5266,0.9582,2.6
2017-03-31,293.4,379489329.0,2339426.333,732.8112,1.0771,2.6
2017-04-30,289.75,268812995.0,2349831.047,723.6947,1.0637,2.6
2017-05-31,288.3,419191095.0,2338071.754,720.0731,1.0584,2.6
2017-06-30,273.65,331962844.0,2362160.696,106.7816,0.9867,2.6
2017-07-31,312.5,275114373.0,2697515.869,121.9413,1.1268,2.6
2017-08-31,277.75,364605385.0,2397552.105,108.3814,1.0015,2.6
2017-09-30,253.85,270167973.0,2191246.091,54.6771,0.9056,2.6
2017-10-31,305.8,678126541.0,2639681.129,65.8667,1.0909,2.6
2017-11-30,320.35,565891853.0,2765278.469,69.0007,1.1428,2.6
2017-12-31,309.9,330908284.0,2675073.506,66.4267,1.173,2.6
2018-01-31,313.25,508451441.0,2703990.886,66.4267,1.1857,2.6
2018-02-28,268.0,557019720.0,2313390.417,66.4267,1.0144,2.6
2018-03-31,249.9,524927684.0,2157150.243,66.4267,0.9683,2.6
2018-04-30,246.4,416099292.0,2199018.368,66.4267,0.9548,2.6
2018-05-31,269.55,533200197.0,2405622.57,66.4267,1.0445,2.6
2018-06-30,259.35,388758161.0,2314591.777,66.4267,1.0205,0.0
2018-07-31,293.5,423692043.0,2619366.441,66.4267,1.1549,0.0
2018-08-31,309.6,658158989.0,2763052.301,66.4267,1.2182,0.0
2018-09-30,265.5,509350078.0,2369477.99,66.4267,1.0322,0.0
2018-10-31,281.4,613894973.0,2511378.932,66.4267,1.094,0.0
2018-11-30,284.65,503279772.0,2540383.842,66.4267,1.1066,0.0
2018-12-31,295.9,341822206.0,2640785.451,66.4267,1.1364,0.0
2019-01-31,293.65,384652199.0,2620705.129,66.4267,1.1278,0.0
2019-02-28,269.05,430906998.0,2401166.733,66.4267,1.0333,0.0
2019-03-31,320.75,511596151.0,2862569.15,124.3217,1.2207,0.0
2019-04-30,309.95,397168527.0,2766183.345,120.1357,1.1796,0.0
2019-05-31,352.5,707523044.0,3145925.566,136.6279,1.3416,0.0
2019-06-30,361.25,400395087.0,3224015.917,33.984,1.3619,0.0
2019-07-31,332.2,466611642.0,2964755.952,31.2512,1.2524,0.0
2019-08-31,273.85,706911403.0,2444004.869,25.762,1.0324,0.0
2019-09-30,270.8,710158267.0,2416784.803,19.6802,1.0041,0.0
2019-10-31,312.4,1051777761.0,2788048.643,22.7035,1.1584,0.0
2019-11-30,341.85,779200001.0,3050878.453,24.8438,1.2676,0.0
2019-12-31,333.75,739438976.0,2978589.1,21.1234,1.1993,0.0
2020-01-31,318.45,814956764.0,2842042.543,20.1551,1.1444,0.0
2020-02-29,303.0,926053329.0,2704157.295,19.1772,1.0888,0.0
2020-03-31,196.85,1950389153.0,1756809.781,8.8871,0.6998,0.0
2020-04-30,190.5,1189184757.0,1700138.497,8.6005,0.6772,0.0
2020-05-31,161.3,1321007392.0,1439539.84,7.2822,0.5734,0.0
2020-06-30,178.45,1945684847.0,1592596.928,7.377,0.6088,0.0
2020-07-31,191.45,1618788577.0,1708616.878,7.9144,0.6532,0.0
2020-08-31,212.0,1534811321.0,1892017.645,8.764,0.7233,0.0
2020-09-30,185.4,1154019610.0,1654622.978,7.0521,0.6214,0.0
2020-10-31,189.25,971519083.0,1688982.768,7.1986,0.6343,0.0
2020-11-30,244.25,1623094117.0,2179836.412,9.2906,0.8186,0.0
2020-12-31,274.95,1041563069.0,2453821.992,12.2332,0.8979,0.0
2021-01-31,282.1,824143890.0,2517632.966,12.5513,0.9213,0.0
2021-02-28,390.15,1620485428.0,3481937.262,17.3587,1.2741,0.0
2021-03-31,364.3,899959973.0,3251236.049,16.869,1.1799,0.0
2021-04-30,353.5,986685122.0,3154850.243,16.3689,1.1449,0.0
2021-05-31,424.35,1371681613.0,3787158.983,19.6497,1.3743,0.0
2021-06-30,419.2,684568983.0,3741197.233,17.0992,1.3174,4.0
2021-07-31,431.8,388175472.0,3853647.26,17.6131,1.357,4.0
2021-08-31,426.05,646974946.0,3802330.744,17.3786,1.3389,4.0
2021-09-30,453.0,437900300.0,4042849.025,15.8415,1.3823,4.0
2021-10-31,502.15,479487668.0,4481493.682,17.5603,1.5323,4.0
2021-11-30,460.55,504521316.0,4110229.842,16.1055,1.4054,4.0
2021-12-31,460.45,343201151.0,4109337.381,12.8617,1.3613,4.0
2022-01-31,538.3,399770965.0,4804118.389,15.0363,1.5915,4.0
2022-02-28,483.2,483008969.0,4312372.293,13.4972,1.4286,4.0
2022-03-31,493.55,498612867.0,4404742.023,12.4508,1.4414,4.0
2022-04-30,496.3,285568033.0,4429284.704,12.5202,1.4494,4.0
2022-05-31,468.1,384529890.0,4177610.659,11.8088,1.3671,7.1
2022-06-30,465.9,272708768.0,4157976.514,11.7711,1.3075,7.1
2022-07-31,528.35,245276638.0,4715318.61,13.3489,1.4828,7.1
2022-08-31,531.25,301458457.0,4741199.984,13.4222,1.491,7.1
2022-09-30,530.6,301195528.0,4735398.986,11.4973,1.4215,7.1
2022-10-31,573.8,221134675.0,5120942.213,12.4334,1.5372,7.1
2022-11-30,602.45,300537011.0,5376632.339,13.0542,1.614,7.1
2022-12-31,613.7,247292748.0,5477034.221,11.6275,1.5605,7.1
2023-01-31,553.5,277571511.0,4939772.595,10.4869,1.4074,7.1
2023-02-28,522.8,379769336.0,4665787.119,9.9053,1.3294,7.1
2023-03-31,523.75,356716633.0,4674265.5,8.4002,1.3024,7.1
2023-04-30,578.3,397643393.0,5161103.081,9.2751,1.438,7.1
2023-05-31,579.85,432204989.0,5174936.23,9.2999,1.4419,11.3
2023-06-30,572.85,288298012.0,5112463.946,7.6472,1.354,11.3
2023-07-31,620.2,358878974.0,5535044.322,8.2793,1.4659,11.3
2023-08-31,561.35,480972503.0,5009830.909,7.4937,1.3268,11.3
2023-09-30,598.55,321854147.0,5341826.473,7.8324,1.3553,11.3
2023-10-31,565.55,268159440.0,5047314.279,7.4005,1.2806,11.3
2023-11-30,564.75,283681392.0,5040174.59,7.3901,1.2787,11.3
2023-12-31,642.05,377095568.0,5730047.092,8.9822,1.4112,11.3
2024-01-31,640.5,390535597.0,5716213.944,8.9605,1.4077,11.3
2024-02-29,748.1,565304544.0,6676502.188,10.4659,1.6442,11.3
2024-03-31,752.35,376407751.0,6714431.789,10.0086,1.6183,11.3
2024-04-30,826.25,324884551.0,7373960.611,10.9918,1.7773,11.3
2024-05-31,830.35,423448785.0,7410551.519,11.0463,1.7861,13.7
2024-06-30,848.95,607986396.0,7576549.301,11.1631,1.7247,13.7
2024-07-31,872.4,373637200.0,7785831.451,11.4714,1.7724,13.7
2024-08-31,815.6,296691999.0,7278913.493,10.7245,1.657,13.7
2024-09-30,787.9,358286887.0,7031701.743,9.8266,1.5186,13.7
2024-10-31,820.2,318638007.0,7319973.352,10.2295,1.5808,13.7
2024-11-30,838.95,299019955.0,7487309.978,10.4633,1.617,13.7
2024-12-31,794.95,217879400.0,7094626.696,8.9421,1.4775,13.7
2025-01-31,772.9,266587864.0,6897838.824,8.694,1.4365,13.7
2025-02-28,688.8,269745260.0,6147278.279,7.748,1.2802,13.7
2025-03-31,771.5,180525099.0,6885344.356,8.878,1.4138,13.7
2025-04-30,788.65,263332433.0,7038401.59,9.0754,1.4453,13.7
2025-05-31,812.3,288781162.0,7249468.854,9.3475,1.4886,15.9
2025-06-30,820.35,276214977.0,7321312.045,9.2164,1.4059,15.9
2025-07-31,796.55,227220507.0,7352648.438,8.949,1.3651,15.9
2025-08-31,802.5,157567584.0,7407570.613,9.0158,1.3753,15.9
2025-09-30,872.45,204907185.0,8053252.313,9.7317,1.4145,15.9
2025-10-31,937.0,228949783.0,8649088.678,10.4518,1.5191,15.9
2025-11-30,979.0,210047976.0,9036774.617,10.9202,1.5872,15.9
2025-12-31,982.2,196097780.0,9066312.593,10.7204,1.5314,15.9
2026-01-31,1077.15,202509121.0,9942759.733,11.7567,1.6795,15.9
2026-02-28,1201.7,372308983.0,11092433.15,13.1161,1.8737,15.9
2026-03-31,1168.95,55514813.0,10790129.98,12.7587,1.8226,15.9
